iata,country,lat,lon
LKZ,United Kingdom,52.409301757799994,0.56099998951
MHZ,United Kingdom,52.361900329589844,0.48640599846839905
QUY,United Kingdom,52.3572006226,-0.107832998037
FFD,United Kingdom,51.6822013855,-1.7900300025900002
BZZ,United Kingdom,51.75,-1.58362
ODH,United Kingdom,51.2341003418,-0.94282501936
NHT,United Kingdom,51.553001403799996,-0.418166995049
QCY,United Kingdom,53.0929985046,-0.166014000773
BEQ,United Kingdom,52.34260177612305,0.7729390263557434
SQZ,United Kingdom,53.307800293,-0.550832986832
HRT,United Kingdom,54.0489006042,-1.2527500391
WTN,United Kingdom,53.1661987305,-0.523810982704
KNF,United Kingdom,52.648395,0.550692
MPN,Falkland Islands,-51.82279968261719,-58.447200775146484
AMS,Netherlands,52.308601,4.76389
MST,Netherlands,50.911701,5.77014
EIN,Netherlands,51.4500999451,5.37452983856
GRQ,Netherlands,53.1197013855,6.57944011688
GLZ,Netherlands,51.56740188598633,4.931829929351807
DHR,Netherlands,52.92340087890625,4.780620098114014
LEY,Netherlands,52.4603,5.52722
LWR,Netherlands,53.228599548339844,5.760560035705566
RTM,Netherlands,51.956902,4.43722
UTC,Netherlands,52.1273002625,5.27618980408
ENS,Netherlands,52.275833,6.889167
LID,Netherlands,52.166099548300004,4.41794013977
WOE,Netherlands,51.4491,4.34203
ORK,Ireland,51.84130096435547,-8.491109848022461
GWY,Ireland,53.300201416015625,-8.941590309143066
DUB,Ireland,53.421299,-6.27007
NOC,Ireland,53.910301208496094,-8.818490028381348
KIR,Ireland,52.18090057373047,-9.52377986907959
SNN,Ireland,52.702,-8.92482
SXL,Ireland,54.280200958252,-8.5992097854614
WAT,Ireland,52.187198638916016,-7.0869598388671875
AAR,Denmark,56.2999992371,10.619000434899998
BLL,Denmark,55.7402992249,9.15178012848
CPH,Denmark,55.617900848389,12.656000137329
EBJ,Denmark,55.525902,8.5534
KRP,Denmark,56.29750061035156,9.124629974365234
BYR,Denmark,57.277198791503906,11.000100135803223
MRW,Denmark,54.699299,11.4401
ODE,Denmark,55.47669982910156,10.330900192260742
RKE,Denmark,55.585601806640625,12.131400108337402
RNN,Denmark,55.06330108642578,14.759599685668945
SGD,Denmark,54.96440124511719,9.791729927062988
SKS,Denmark,55.221048,9.26702
SQW,Denmark,56.550201416015625,9.172980308532715
TED,Denmark,57.06880187988281,8.705220222473145
FAE,Faroe Islands,62.0635986328125,-7.277219772338867
STA,Denmark,55.9901008605957,8.353910446166992
AAL,Denmark,57.0927589138,9.84924316406
LUX,Luxembourg,49.6233333,6.2044444
AES,Norway,62.5625,6.119699954986572
ANX,Norway,69.292503356934,16.144199371338
ALF,Norway,69.976097106934,23.371700286865
BNN,Norway,65.461097717285,12.217499732971
BOO,Norway,67.26920318603516,14.365300178527832
BGO,Norway,60.29339981,5.218140125
BJF,Norway,70.60050201416,29.691400527954
KRS,Norway,58.204201,8.08537
DLD,Norway,60.417301177978516,8.518349647521973
BDU,Norway,69.055801391602,18.540399551392
EVE,Norway,68.491302490234,16.678100585938
VDB,Norway,61.015598297119,9.2880601882935
FRO,Norway,61.583599090576,5.0247201919556
OSL,Norway,60.121,11.0502
HAU,Norway,59.34529876709,5.2083601951599
HAA,Norway,70.486701965332,22.139699935913
KSU,Norway,63.111801147461,7.824520111084
KKN,Norway,69.725799560547,29.891300201416
FAN,Norway,58.0994987487793,6.626049995422363
MOL,Norway,62.744701385498,7.2624998092651
MJF,Norway,65.783996582031,13.214900016785
LKL,Norway,70.068801879883,24.973499298096
NTB,Norway,59.565701,9.21222
OLA,Norway,63.69889831542969,9.604000091552734
RRS,Norway,62.578399658203,11.342300415039
RYG,Norway,59.378817,10.785439
LYR,Norway,78.246101379395,15.465600013733
SKE,Norway,59.185001373291016,9.566940307617188
SRP,Norway,59.791900634765625,5.340849876403809
SSJ,Norway,65.956802368164,12.468899726868
TOS,Norway,69.68329620361328,18.918899536132812
TRF,Norway,59.1866989136,10.258600235
TRD,Norway,63.4578018,10.9239998
SVG,Norway,58.876701354,5.6377801895
GDN,Poland,54.377601623535156,18.46619987487793
KRK,Poland,50.077702,19.7848
KTW,Poland,50.4743,19.08
POZ,Poland,52.421001434299995,16.8262996674
RZE,Poland,50.1100006104,22.0189990997
SZZ,Poland,53.584701538100006,14.902199745199999
OSP,Poland,54.47890090942383,17.107500076293945
WAW,Poland,52.1656990051,20.967100143399996
WRO,Poland,51.1026992798,16.885799408
IEG,Poland,52.138500213600004,15.7986001968
RNB,Sweden,56.266700744629,15.265000343323
GOT,Sweden,57.662799835205,12.279800415039
JKG,Sweden,57.757598876953125,14.068699836730957
LDK,Sweden,58.4655,13.1744
GSE,Sweden,57.7747,11.8704
KVB,Sweden,58.45640182495117,13.972700119018555
THN,Sweden,58.31809997558594,12.345000267028809
KSK,Sweden,59.34590148925781,14.49590015411377
MXX,Sweden,60.957901,14.5114
NYO,Sweden,58.78860092163086,16.912200927734375
KID,Sweden,55.92169952392578,14.08549976348877
OSK,Sweden,57.350498,16.497999
KLR,Sweden,56.68550109863281,16.287599563598633
MMX,Sweden,55.536305364,13.376197814900001
HAD,Sweden,56.69110107421875,12.820199966430664
VXO,Sweden,56.929100036621094,14.727999687194824
EVG,Sweden,62.04779815673828,14.422900199890137
GEV,Sweden,67.13240051269531,20.814599990844727
HUV,Sweden,61.7681007385,17.0806999207
KRF,Sweden,63.04859924316406,17.76889991760254
LYC,Sweden,64.54830169677734,18.71619987487793
SDL,Sweden,62.528099060058594,17.443899154663086
OER,Sweden,63.40829849243164,18.989999771118164
KRN,Sweden,67.821998596191,20.336799621582
SFT,Sweden,64.62480163574219,21.076900482177734
UME,Sweden,63.791801452637,20.282800674438
VHM,Sweden,64.5791015625,16.833599090576172
AJR,Sweden,65.59030151367188,19.28190040588379
ORB,Sweden,59.22370147705078,15.038000106811523
VST,Sweden,59.58940124511719,16.63360023498535
LLA,Sweden,65.543800354004,22.121999740601
ARN,Sweden,59.651901245117,17.918600082397
BMA,Sweden,59.354400634765625,17.941699981689453
BLE,Sweden,60.422000885009766,15.515199661254883
HLF,Sweden,57.525799,15.8233
GVX,Sweden,60.593299865722656,16.951400756835938
LPI,Sweden,58.4062004089,15.680500030500001
NRK,Sweden,58.586299896240234,16.250600814819336
EKT,Sweden,59.35110092163086,16.70840072631836
VBY,Sweden,57.662799835205,18.346200942993
SPM,Germany,49.9726982117,6.69250011444
RMS,Germany,49.4369010925293,7.600279808044434
